review,sentiment
But when I join from laptop it comes your mike is muted by system but I have given access to microphone please tell why,1
Nice & good,2
Good app for meeting and conversation,1
Nice,1
Goodds,2
Please give support to Samsung Sart TV Tizen OS as this app will help in connect for work from home and learning.,1
App crashes on open in Android LG K22,0
Now a days I'm facing too much problem in zoom meet app. I get disconnected several times while taking the meeting. It's so embarrassing that the host itself gets disconnect while the others are still there. Very disappointed☹️😞,0
"It's Nice app, It's Better to join the meeting or classes. We can join the meeting with friends and relatives also. I like this app. But the main thing is, it is not coming to do background settings please set it earlier. We want to change our background. Thank you 😊",1
Could not hear anything. Its just silent,0
Good,1
I AM GIVING 3 STARS BCZ MANY TIMES THERE WAS AN ECHO AND SUDDENLY THE SOUND STOPPED I CAN'T HEAR OTHERS 🙂 BUT I'M SATISFIED ✨ AND HOW CAN I CHANGE MY NAME AND PROFILE IN MEET?,1
"I use this app for college, and it is a good app for the most part, however, I have a cromebook and there are features that you can't use. and when I share my screen and app has a melt down and I have to restart the whole program. And we dont get background effects.",1
Excellent,2
Can no longer sign in as a guest from the mobile app (Android).,0
Very bad,0
Automatically signing me out. Cleared cache and also reinstalled multiple times.still the issue persistent.,0
Hi google.there is a problem arises when I join in the meet application for educational online classes.often my mobile gets off from meet app and mobile too switch off in every few minutes.please give the clarification for this problem.i have uninstalled meet app as well I installed back.and updation too done.please give the correct suggest ..,0
Good App but the only problem that I had facing that this app is taking too much time to open,1
Lost sound when a call came in as I was on phone. Couldnt get the sound to increase.,0
good,1
Ok,1
Very default app.. very bad,0
Simple good quality,2
Worst app ever fluctuations for network without any network problem other apps are running well on the same time but this shows network poor,0
Installation issues,0
I believe it's called Google meet what I use for the Google calendar meetings I can't give it a lot of stars because it has glitches and I don't know who and it is the programming the Wi-Fi computers it's an imperfect free apps but I want to say thank you and I appreciate when this app gets better and better and when using it allows them to figure out how to use things better and I'm glad that I can use Google meets without downloading it in my phone for the space thank you,1
Too much interference. The audio constantly phased in and out,1
Can you guys fix the app please? When the keyboard has focus I lose the ability to view my chat window so I can't see what the heck I'm typing after three lines of text. Make it like the review window I'm typing in right now lololol,1
Nice,2
At first Google meet was good and great but now it's like in mobile mode and it's difficult to use I guess it happened because of the update please do something!!!,1
#4200Gujarat,0
I used this for meetings. But now it fails to get connected. The app is not using the network..,1
Spent all afternoon trying to down load the app .useless to me .. sounded simple on your web page last try worked i hope0⁹,1
During google meeting if we have to open background apps then our screen is disabled we experienced about from one week when we open any app our screen is gone black and our mobile is fully hanged.,0
Facebook,1
"The problem is that there is no option to rise hand in my phone or tablet.. The languages available in the captions are less While presenting the screen from phone or tablet , sound can't be heard These are the problems I found in Google meet 🎥",1
Good,2
"Does not give notifications reliably....or really at all. Worked for about a year about 90% of the time. Last month or so, nothing. When you need it for work, it has to be 100% or it really isn't that helpful.",0
"App works well, but 3 stars due to mobile devices not being able to output to Bluetooth speaker without embedded microphone. What is the issue to output to a speaker and utilize mobile device microphone? Other than that, app has worked well and interface has been easy to navigate through.",1
This is a great business tool. The software at times can be a bit glitchy but that hopefully will be resolved in due course. If only the PC version had the same functionality as the phone app!!!,1
Cuts out,1
Went very well!,2
I cant login on mobile app because of single sign-on error despite I have logged out on all other devices,0
Its really a nice app. But from yesterday I am having an issue that I am having network issue but I don't have any network issues the network is running nice on other apps. So please check this and fix it. I read other comments also on this same issue.,1
Does not work. Cannot log in,0
Good,1
It helps me with school work by remembering when to turn it in or if it is late. Also I like the app because you can talk to your teachers when you need help,2
Stops sometimes and we are unable to join fix bugs plz,1
Good app. But sometimes audio video is not clear. Some more useful features should be developed.,2
Its not making new account . And always show that the password or email is invalid Even when we are using correct password and email. So i cannot rate it untill unless i will use ..,0
"Audio was terrible. Choppy and lagging. Also, the presentation material was only viewable in portrait mode on my phone. I had to constantly scroll around the screen to see what was being presented.",1
App installed nahi ho rahi please help me,0
"I hope there is an application update for cellphones, hopefully zoom for cellphones can access photos for backgrounds. Because now zoom can only be done on a computer but can't on a cellphone. Thank you.",1
When I trying to jump from meet to any other app my whole screen getting black and is saying that poor adaption issue please solve my problem...,0
It's very bad 😡,0
Nice,2
I love this app very much sometimes i cant hear and my sound delayed all ohter is saying it is the promblem of google meet pls fix and i will rae 5stars,1
Good,2
"Multi Functional, but some Sound issues. On the right track with more versatility.",1
Coteya pagal tere maa ke jaa,2
Md Nasir Uddin,1
I can't set my background,2
"I couldn't conduct or join meeting properly. After entering the meeting, others can't hear my voice clearly. I think it is a bug with Android 11 of My Samsung Galaxy Note 10 plus. Because it works very smoothly in other devices which run on Android 8 or below. 👆Problem solved. An app interrupting Google meet app. That app uninstalled. Then problem solved. So beware those kinds of apps.",2
"Main problem with zoom is the time limit..and its just for 40 mins. And whenever i try to join my class it shows some error , even after updating.",0
Nice,1
"After the laptop app wasn't working well, tried the mobile app and it was just as bad if not worse. Really needs improvement.",0
Nitish Kumar yadav,2
Very nice,2
Worked great,2
"I tried a pair of ear buds and the phone speaker, but no sound is coming through. Everything else seems to work. This is the only issue I experience.",0
My keyboard keeps covering up the chat box in chats and teams making it hard to type or correct typos. Other than that it functions as an app should. Would be nice to be able to switch profiles as I have both work and University office365 accounts.,1
"I know it is good , but i hate it when they ask for the rate ........... I use it for school but some times the meeting is not visible...... Now i think totok is better it not built by microsoft but it is a hundred times better for to make a call ok .......... Pls fix the bugs to and make the update tale on like 10 mb because it is annoyimg",1
"It keeps logging out my id. And after every incoming call, all the best connecting your bluetooth device again.",0
"Bad UI design. Users have switch completely between presentation and chat display. Why can't they show them both? Another problem is that it won't work with bluetooth speakers, even those with mic functions.",0
Good app but we can set backgrounds how to set backgrounds?,1
"It used to be a very good app there were some bugs but that was ok but now whenever I join a meeting from my tablet it always shows the mobile icon in the participants list and it's layout is also like the mobile layout and that is irritating to me. So WebEx, please check this and other than that it sometimes crashes also, other than that it is good....",0
"I can't understand how could such a popular app let that beep sound annoy everyone, it is extremely bad and wrong in all the possible ways, ALSO I can't understand WHY only the host can stop that horrible sound. Imagine having a room with 100+ participants and hearing 100 beeps on loop.",0
Good,1
Good,2
Ok,2
"While a great and secure app for video conferencing, it could definitely use stronger audio capture. I've also had some minor issues with video drop, but only in areas where the connection may be weaker. Overall, a great alternative to zoom if security is a concern.",2
Good,1
Sometimes screen became black and we can't hear others but it's a wonderful app for online class,1
Not safe,1
I couldnt find an option to send individual id's to participants pls give me reply,0
Kept having issues with the audio,0
Takes Too much time for download,1
Still wondering why channels are blank until you start searching. For those of us that don't have many channels having to search every time is quite annoying.,1
Unable to install,0
Today I was trying to join my class and it was coming couldn't connect you to the meeting My code was right and my connection was stable toooooo I missed my all classes today,0
Hehey not baad!!,2
It was amazing. Sitting back at home still conected n could plan and procede with the work which would be in near future.,2
App keeps crashing even after cache cleaning or fresh install. Which in turn makes me want to use this app less and less.,0
The app is good but most of the time it shows me that I'm already in the call even when I'm actually not and while joining the call it almost every time pops up,1
My mobile model is vivo y51L this app is not support my phone. What is the reason for this....... app download but is not working only white screen only view...,0
very good,2
Great,2
Very nice app,2
Still learning how to use this particular app as a presenter.. Am more conversant with Zoom,1
0/500,0
Worst app I ever seen like this . Simply waste meeting app . When join a meeting in this app my device automatically disconnected from wifi.,0
all in my google expart policy.,2
It was a good app but nowadays it's frequently showing 'go to meeting is temporarily unavailable. Please try again in a few minutes..' My friends also faced this problem.. And we try again for hrs but of no use eventhough we are having network speed.. Pls help to resolve it..,1
"It is my first time to use this GoToMeeting app, it was very simple and useful... i think if you can add an option to save/download it would be amazing.",2
#4200Gujarat,0
User friendly experience. Clean dialogue with no disappointments other than network problems but that's obviously a network provider problem,2
"This app is good, but not that as so as zoom.. The reason iam saying this because,it does not have any hands rising option video and audio issues and so on.. I think zoom as greater than this.. Its secured,eerything are there in zoom",1
THANK YOU! I know the pandemic has put a damper on a lot of activities but zoom has been a life saver for keeping in touch. The emojis for the chat make sending chats fun. Thanks alot.,2
Audio breakable,1
There are some bugs regarding viewing live videos however.,2
"Doubt its device specific, other reports of this are on S21s and various other phones including other manufacturers. This is an app problem, given it was fixed by uninstalling and reinstalling the app. This is the only app that has crashed 3 times and then caused my phone to overheat like this. If multiple types of phone experience this overheating issue, it's the app. Saying it's the manufacturer when the phone only has a problem with this app is like going to an optometrist for a broken foot.",0
Good app. Should include optiobs for custom backgrounds and blur for video calls like the desktop version,2
This is very good app but this app voice is not working,2
Zoom us a great app. I felt like I was virtually in school but the problem is that I could'nt hear anyone and nobody ciuld hear me.,2
1. Add 'rotate screen manually' option to rotate whenever need in accordance to view without changing device's screen rotation settings. This will help too much. 2. Keep meeting codes visible which was joined within last 7 days as 'recently joined' tab. This will help to join a certain meeting quickly without creating new meeting.,2
Uma ag,2
Waste of time,0
Brst,2
Could not get video to work,0
باننىباتاااتننتتاللتتت,2
"Bad quality, video didn't work for some of the participants including me, audio quality was terrible, and some who are on cameras couldn't be seen. Very disappointing.",0
Was working properly until these 2 recent updates. Unable to sign in to my work teams channels from my Nord N100. Uninstalling until this is fixed,0
Either app is good but please make an owsome update please,2
"Some serious issues - 1. Voice memos don't open half the time, even on 4G. While whatsapp is working. 2. If chat  messages are not sent because of network issues, Then the messages are not automatically sent out when there is network.  I await a reply and check the next day only to find the message has not been sent and the app wants me to INDIVIDUALLY RESEND EACH MESSAGE?! 3. Why do I have to reply to myself when writing on teams? Every line creates a new topic as the default. Useless.",0
Too many glitches,2
I don't know it require way higer speed internet or what but the sound and video quality is worse.,0
woundrfull aplection,1
Every time it creat so much trouble for login,1
Hay sob meth malem,1
Excellent,2
It's consuming my hole 2gb data when the speed is high. I am unable to use other app because all my data is getting exhausted in the meetings.. 😤😤,0
Two Zoom events...positive results. From 4/23/20 until 11/20 I had just a few meetings; but then until today 7/2/31 I have enjoyed many monthly meetings and still enjoy the ease of the program. Have had 1 to 16 other participants in meetings and we all had good experiences as program highlights the speaker. This matters because many of the speakers had masks on since other people in there respective rooms! I definitely refer it to friends and family!,2
Its awsome,2
👌,2
Better service in Nepal,2
Melt your face,0
Lag,0
I need my darabase outcome from facebook.,2
Shareefa സമദ്,0
they're trying,1
"With volume on max, could not hear unless I held phone near my ear. Hear fine when using PC.",0
Very Great Application. It has helped us connect with the World.,1
I have no backgrounds ant 🤚 this,0
needed this workplace facebook,0
"HD call shows. Disconnected every time I try. Carrier call gives Canada 
warming with no means to dismiss.",0
This one too gud,1
Ghh,1
Good,2
"This app should have raise hand, change background and record buttton in android phones. This is a good application especially to us students.",2
"I am using this app for my online classes and there were no problems when I downloaded this app,but now it constantly pops up with the sign in page while I am still signed in and it doesn't even let me use this app properly,just after I close the window it appears again within a sec each and every time. I am not able to complete my work or even attend my classes peacefully and not only me even my brother is having the same issue!!Pls fix this problem.",0
"Let me tell you that this app has awsm features but after every update, I experience new types of glitches. Whenever I put the dark theme again there is some problem in chats..Today, first time it glitched in my objective exam and it all went horribly wrong but luckily the teacher gave me more time.. The Google Forms Sheet was attached in the Exam Assignment but it all lagged and I wasn't able to see neither the ques. nor the options. App is best .. has all features but has loads of glitches.",1
good,1
"WebEx constantly causes the person controlling another computer, to freeze and lose control. Additionally it the other user has WebEx window open. It prevents the person controlling, to click that area, but there is no indication to the other user that a WebEx window is there..? WebEx should create a outline or 10÷ opacity box where the other users WebEx windows are so the person controlling can ask the other user to move window. Super frustrating between those 2 issues!!!",0
Bad for students 😂,0
Good app,1
Zoom tells that my device is not supported for zoom pls fix it I am studing trough lenovo tab pls fix,0
This app is really good for conference calls. It even takes attendance for you,2
Full of bugs after clicking on joining link it again asked login id and details and if I again entered my email id it showing wrong id but after that I am already logged in....but I am not able to join bad experience,0
"Incessant SDL notification that cannot be dismissed is infuriating. Disabling notifications from WebEx whole cloth is overkill, and it doesn't do dismiss the already active notification. Just lowered my rating from 5 to 3.",1
"VERY VERY VERY WORST APP IN PLAY STORE Your app is very very very very very very very bad it has a glitch that it lags many times and we cannot able to control the app - (cannot on mic , touching screen does not respond etc. ) and automatically leaved from the meeting , and after automatically leaving the name is there in the list ..... it happens in every mobile phone , and also happens with my friends . TATTIEST APP",0
poor app don't download this app,0
Very good 👍🏼,2
Ok,2
So it for some reason has just signed me out of my phone and now is telling me that sign up is not supported? Used to be able to access from my phone no problem. Using Samsung s20 and then suddenly just nah. Not helpful considering our CEO hosts live updates on there.,0
4200 grad pay,0
Consume more data worst app🤦🏻‍♂️,0
Funny cause you don't understand that you're about to have high role life,1
"Hello my friends i pray to for your and God will protect your and guide your unless God is the shere all of us will get ,",1
Faris,1
"This Apps Is Good And All,But I Have Some Of Issues, 1.When Im Connecting To A Meeting It Almost Always Show Up The ""Connection Lost""And Im Not Thw Only 1 Who Have This Issue So Maybe The Apps Is Error 2.When The Zoom Meet,On The Half Of The Class Like 5Minutes After Getting On The Class Its Crashed Out. Maybe If Its got More Redesigned,And Fixing Some Error Im going to give it 5 Star:)",1
"Super app, except consuming more resources",2
"Absolute non sense they are limiting meeting for only to 45 mins for a free version , i felt using skype & zoom meetings are far more better than this",0
"Update: it's hard for me to believe but teams performance is actually gotten worse. Literally the worst thing Microsoft's ever produced, and I had Vista Garbage app. Does not refresh properly, have to constantly restart it to get updates in chat. Teams is the answer to what an app would look like if you took the worst parts of Skype, outlook, and zoom and smashed them together. Would give negative stars if i could.",0
Good job,2
Video quality is low,1
🤮,0
"Functional enough, though audio not as clear as I wanted. Serves our need in these times of the pandemic",2
Average performance,0
Good,2
Beautiful App.,2
Awesome communication with other cancer survivors,2
This is good but some time this app stop working,1
Easy to use,2
The aap is very good,2
I think this App will be comendable,1
I like this app very much but now a days It consumes more data. Before update It consumes only 250mb for my 5 meetings now it consumes more than 700mb. Data management is deficult for me.,1
"The app is good but it always ask ""how was the meeting"" after every meeting , and irritates me.",0
It's very nice way for doing meetings and good way to meet friends in this pandemic.,2
Dont downlod this is app,0
Useful to all,1
It's showing update after downloading it severally. I clicked on the update still could not join a meeting. My phone is I Good condition,0
"Rrrrrrrrr.. I'm sure it must be me, however, when texting-in responses, the lag seemed to manifest into complete lock, to the point of having to restart my phone. When working, it seemed to do the trick, but lag seemed to slowly build to that point.",0
"Why i can't log in? i have account already but i can't lag in.. its always says error, I can't open my works and questions & answers. Pls fix this apps",0
It is a good app It have many features than zoom,1
Audio voice is too low,0
Satisfied,2
This app is in very poor condition because I saw this app shared by my teacher .. and emidately start downloading it ... But since 25 mins ago... Till now the app is not downloaded even my internet is not used by me and haven't finished .... So why am I facing this promblem .... I don't know that rest buddies are also facing the same promblem .... Whereas in 10 mins my important meeting will start on .... Soooooooo yeah !!!! Hope you understand !!!!,0
Mansoorpasha,1
Perfect for my situation 👌,2
"Works well most of the time. Great recovery from network connection issues! Little glitch bug with spotlight I have had as an open ticket. Other than that, one of the best in it's class!",2
How to set back ground,0
Excellent,2
I can barely make an account because the app keeps crashing.,0
Nice application enjoy,2
Very good,0
Been receiving messages lately compared to desktop version. Prior to the recent update. I used to recieve message in teams before I recieve a notification in desktop. But now with the same account I recieve the message after 30mins or more. It's quite annoying please fix this ASAP.,0
Download,1
Video voice is absolutely clear.,1
Op,1
can you give a limit in terms of giving activity.,1
এখন কিভাবে কাজ করে দেখি। ভালো ই নিশ্চিত।।,2
I am trying to create team group but I couldn't able to find Class template..,1
Need improvement,0
"My phone got hang completely on the first time when try to make a call via ""goto meeting"" link.",0
"Slow application, uses lots of space (600MB on my Android phone), dark theme doesn't work sometimes when I open a conversation. Doesn't sync very well with conversations that I've answered on the desktop app.",0
Works well. Wish it was a little more aware of when I am also on the desktop app but it does make sure I never miss anything.,2
Better,1
Face book arissabarba,0
"This app is easier to use than some other similar apps. I'm not really experienced in using apps like this one, so that I'm glad to use it.",2
"While it is a great concept, my Android phone is slow in connecting with it.  App closes before it even open while on my Android.",0
Good but sometimes it lags,1
Bad,0
hello I rate you 4 stars cause I have a problem and the problem is there's no the glitter thing to put a background Can you fix it?,2
Hello I am Anushika M I liked this app as there is option for changing background. And there are options for turing on Mike and camera. Who made this app is really great.,2
Good app,2
Gi,1
Very good,0
Glad to be back with Google Play facebook page,1
Add view grid option to see all participants in meeting.,0
"My problem with this app downloaded from my samsung galaxy tab, there's no virtual background available. So simple or basic.",1
Needs more work because it needs better syncing of the video and audio,1
"App is not properly work. Mobile bhi hit ho ja rha hai,high speed rhne Kai baad bhi kuch work nhi kr rha hai or mobile hang kr rha hai",0
It's not good,0
"The sign in process needs to be worked on, it asks for a phone number and does not send verification code despite trying for days..... Other than that, the app is very very very good.",1
Worst experience.. My voice is not audible to the other person's... Everything is ok in my mobile. If u solve my problem..I will rate 5 stars. My mobile is vivo Z1x,2
There is a very bad problem that I Full network still the problem is network error occurred pls fixed it,0
Zoom is very good but I have some issues like error occurred always this is my only issue I have,1
"HELP HELP HELP I entered my email and the system said: ""Your company has enabled single sign-on. We're redirecting you to a third-party authentication service"" without any pops-up for the single sign-on. The ""Try Again"" button works nothing. Can you fix it asap? Because it's too annoying!!!",0
Nice,0
Nice app I just do my online classes 100/100 that's smart app and should have some more updates not really but u would be good having a new update which changes the look of the using zoom,2
Good job 👌,0
"This is overall a good app, but i cant use any of the features (especially the change background feature) i try to update it but when i do i dont see an update button anywhere",0
"My tablet not supported this app, u should do such enhancement in this.",0
Bug,1
This app makes your phone CPU hot hot hot! So extended meeting are not advised using the mobile app. UI is pretty typical Cisco....a pain to navigate.,0
Very loud and strong for a clear response and look forward to hearing the same connection next time. Thanks again.,2
"Very helpful way to connect with team members whether in or out of office. Didn't give it a full 5 stars just bc I think there a few features they could add. But, overall very happy",2
"This is better application for meeting. But, you can envolve ""some extra features"" too.",1
It was working fine but after the update I am not able to open any assignments plz fix it,0
Nice app I appreciate this app,2
Nice,2
Some times when I'm trying to answer it doesn't open the file the due date was yesterday because of this bug I can't open the file please fix this bug overall this app is good,1
Fb,0
Grate full app,2
Doesn't give video settings options. To set a vedio background you have to be in a meeting call to do that.,1
It could use some tuning for sure - the sounds cut in and out sometimes and some video blurs. But it's not bad all together.,1
"Password protection is a total time suck, its nearly impossible to recover once it gets confused about email and phone number association",0
Good,0
"I am FURIOUS with this app. It's not a bad app, it's a great app BUT it glitches A LOT. Like it's gonna force you to update the app on phone with notifications & what not but then it won't load! So you have to uninstall & reinstall the app. And Teams has A LOT of updates almost daily. On computer, it doesn't usually glitch. But once it does, it's a massive headache. It will glitch soo much & not load. The main app - 4 stars The glitches, updates & problems - 2 stars Overall, 3 stars only.",1
Its a good app for all fb users,2
Great App. Need of the hour,0
This is a very good app for teachers and students,2
I am not at all getting notifications...too bad an app,0
Difficult to get the camera and micro on,1
"When writing a message the keyboard covers up what you are writing, so after 2 lines you can no longer see it. The message area should scroll so the bottom line is above the keyboard.",1
Easy to use sometimes. Not sure how to turn the volume down for computer and up for meeting. Could use more information on how to add backgrounds and feedback. Works great,1
App is good,0
Chccuc,2
"There were some occasional disruptions, disconnections or video simply stoped working. My internet bandwidth is 200 to 300 mbps, by the way.",1
"Not a good format. Always have problems. Today had to try three different devices to get it to work. All three using same browser, same link. All three using up to date versions of software. WebEx is unreliable. Never have to these problems with other apps. However, when it works, it works well.",0
Plz give me raise hand option but nice app you made.,2
Good quality,2
Very nice app,2
Good app 👌 But Some Bugs Are There In Current Situation The Assignment Is Not Working . Sometimes The Meeting Is Not Showing,2
Nice,0
"Well... The app is good ... But asif a suggestion,it will be more effective if there is a minimise option where you can use other apps in the background",1
Bjo,1
"I guess you should work on the responsiveness of the in-app features. It 
takes forever to unmute ourself and other while on the call.",2
I didn't have the app and didn't know until I was on the conference call during the meeting I needed to have web access... downloaded and was on the training site within 1 minute!! That's legit!,2
Audio issues :( middle finger,0
There are some bugs regarding viewing live videos however.,2
Poor,0
Good tool for AV communication.,2
Mic option switches from red to white even when we don't press. When we press it the mic option to speak it switches to white.,0
"For those ppl who complain that you can't log in: you can't log in with your personal account. Your company needs a corporate deal with FB that allows you into the beta program. This is not meant to be your professional looking personal Facebook, it's for communication inside a corporation.",2
"While getting mobile calls, WebEx sound getting mutted",0
Really struggle to join a meeting,0
👍👍👍,2
Nice App No Any network Issue And Easy For Handling 👍👍,0
"Can you please make Zoom features available to all devices? I can't use background because apparently it's only available on certain devices. Also since my device is not ""one of those expensive ones"" I'm also not able to share screen my PPT documents. It's kinda upsetting since I have to use Zoom on daily basis. I hope you can help fix. Thank you.",1
Nice application for video conferencing...,2
Gogh meets,1
"My son never connected, this has happened 3 times.",0
👍👍👍,2
"Thanks google meet you help me a lot in my classes and your app is also very easy to use, but I can't change my background in my android version 11 can you say me why the option of change background is not come in my phone.",1
Conusume to much data,0
Phenomenally easy & dependable service!,2
"I don't why I don't like it. Sometimes it feels complicated. Google meet is more user friendly. If you're a teacher or lecturers or organisers, just please choose different app. As participant webex is a bit difficult",1
"Overall, I like it. There are minor hiccups though like switching the sound source or trying to share but others not seeing the shared info without a 2nd attempt.",2
"Good app,can be great with a few updates.",1
Sometimes make issues,2
👍 Good,2
"One of the worst apps ever. Do not have option to join meeting or copy and paste the link. When we direectly click the link, the app will open, but we will be unable to join meeting. Most of the times it says, the email or password does not exist! Cannot change backgrounds.",0
"Good app. Whatsup has better voice clarity in low internet compared to GoToMeeting. App should have better noise cancellation. Right now working from home, when I take RDC of my office machine, it consume 1 GB data in whole day but this app consume more data in screen sharing, within 2 hour app consume 1 GB data appropriately.",1
Outstanding,2
"Constant robotic sound from other people while signal shows 4 4g bars (out of 5) sound is a bit unclear, user interface could use a lot of adjustment.",1
Not very Interactive and Easy to use.,0
I can't installed,0
Good,1
This was very easy to use & will use it again. It's a lot better than going to an appointment and waiting. It came in very clear only had a slight bump & that I think was the internet not the application.,2
Buggy. Deal breaker was that the general room never loads. Just spins forever. Also not intuitive in that if someone calls you from teams it appears as a phone call and there was no way to tell I was in a teams call or a cell call. I also don't want teams to be active unless I have the app open just like on my PC. Makes me accessible to people I may not want to be accessible to at all hours. Hard pass.,0
Horrible app. I signed up tried to go to a meeting and told me to log in then said my password was wrong after I just made it so I knew it was right then I tried to change it thinking maybe I accidentally hit a wrong letter when making it nope it told me I couldn't use same password even tho it told me it was wrong. I uninstalled and will not recommend,0
Its good app and help me conducting a traning and its very nice yestarday only. I have cracked an intreview and a got selected in BYJUS FASTESTED LEARNING APP WHICH makes a children to understand clear concept about each and every step .osam marvouls nice good,2
Video & sound are exceptionally clear & the app's key format is user friendly.,2
Very nice,2
The app is best for online class. But the only problem is once i update the app it takes a lot of time to open again for which i got late for my classes many times. It takes about one hour. Pls fix this problem,1
I have been facing serious issues in opening refference material of the assigned assignment since the last update i hope you will look after the problem and fix it problems as soon as possible.,2
Its great,2
More log,1
Does not work with android auto..,1
Would give more but one thing of disturbing: When the app runs in the background on my smartphone (24h/day) my status remains available. Didn't find out how to deactivate that. So people think I'm online when I'm sleeping.,1
Works very well for work meetings. Love that I can access call meetings off my phone for my convienence,2
good,2
Good,2
It's great for conferences when everyone can't be in one place. Also great for doing presentations to coworkers.,2
Since last update just prompted over and over to login despite getting messages. This is just painful to use and always has been. Has some features that are good but when day to day stuff doesn't work what is the point. It makes it unusable.,0
Good,2
"Except for two things, audio/video call no longer works and light mode is shown when dark mode is selected, unless i select light mode in settings and then select dark mode again, other than that, this app us great",2
"Was fine until it stopped working, now it makes me sign in over and over again looping forever so I can never actually do anything.",0
"App disables media sounds (like, you can switch a different app and zoom will be in the background, but THE F******* VIDEO YOU WANT TO WATCH IS MUTED. And so is zoom then. Very buggy in this scenario, and you can't tell me that's a feature, because it's not. If it had been one, you could turn this off.)",2
Nice application,2
Ok,0
"Couldn't easily find the chat and once I did, I was very disappointed that it doesn't stay on the page so you can see both the speaker and the chat string. Had trouble hearing the speaker, could have been their microphone or internet or both, but very frustrating meeting.",1
I did a meeting on my phone with this app and it was very clear with video and audio.,2
It's not working fine all time facing problem,0
Good call quality in this app. And very useful in online classes,2
Not clearly marked where to go to participate with questions when in a meeting. Q&A hidden in a menu in a menu.,0
nyc,1
Nice,2
PIP feature was remove after the update please return that feature.. Thanks..,1
Unable to starting app,0
Not easy,1
"Experience was good, just there should be direct option to schedule meeting.",2
Nice application,2
Perfect,0
Good,1
"With multiple ""workspace"" open I can't tell which conversation am I currently browsing. Without any form of indication from the group icon, I am prone to closing the chat accidentally.",2
Love it! Though it means I always have work in my pocket now 😂,2
Adding the capability to log into multiple Teams accounts would be Awesome! (Or allowing the user to add a 'Microsoft Teams Business' app to satisfy that need),2
I have a problem when I see my face in camera I want my problem solve that is in my camera background please solve this problem please please I want it by 1 _ 1 2021,1
"It was 5 stars until I upgrade my phone to Android 12, now the app is crashing 1 second after opening. I'm using OnePlus 9 Pro on Android 12. if this is fixed I'll rate it 5 stars again once * can use it like before.",0
My audio can't connect only,0
Great experience,2
"App works okay for meetings on the go. Call quality was a challenge and when the app was minimized to a smaller picture, it did not respond to the taps to being it full size again. I was able to go back to the meeting by tapping the notification bar meeting info, though. Overall, it is better than just joining by phone when there is a visual component to meetings, but it could be better.",1
Update is working badly on older device of mine. Frequently crashed in 20 min which was never the case before.,0
Always great!,2
Like This App,2
good,2
Audio was not ok i cant hear anything,0
"Horrible. I could not see myself on interview I had on this app unlike on Zoom or Teams where i can! It was awkward and horrid. God only knows what view they got of me. Terrible. Not sure why they used this app at all, just No",0
"It is a very troublesome app, whenever I log in it asks for password again and again and I can never open the documents on the teams , it is glitching all the time.",0
The new update is not suitable for mobile. You can't see the presented screen. Please resolve it. The previous version was good and user friendly.,1
"The app has an amazing framework, but it seriously needs debugging. So do your desktop and online apps. Lot of bugs, crashes, etc. (Especially the desktop app.). I hope Microsoft would improve the app quality in their next updates. Thanks.",1
Good,1
Won't Download. I need this app for work and it simply won't download. I tried all the trouble shooting steps. I consider myself tech savvy but it don't work.,0
Good,1
Terrible too much trouble less steps 1 step only.,0
Best settings master on the map,1
"I like this app and the service behind it. It's a reinvention of conference calling. But as brilliant and innovative as it is, there is a lack of polish. They need some loyal critics who will help smooth out the minor issues.",2
Obtuse,0
I am just love it but one help don't ads in this app please 🙏,2
riplay,0
"This app is helpful. But, i don't know why in my phone it can't use virtual background for the meeting.",2
Webex sometimes disconnected me and voice was breaking And sometimes it's clear,1
Very good aap,2
"I GIVED THE APP 2 STAR CUZ THERE IS NO BACKROUND CHANGE OPTION AND SOUND PROBLES SO IT IS SOME BUGS AND GLICHS FIX THESE BACKGROUND,SOUND,BUGS",0
Background changing button is not coming and my friends background changing button is coming so fix my background changing button problem and I give this 2 star this app is better than zoom,0
"Good and easy to access, but my bluetooth headphones are not working with this app, please fix it immediately",1
This app is the worst I can't join my school meeting because it says the app needs to be updated I tried to update it but there's no update button it might be a bug fix this horrible app now!!!,0
It is nice. But I want zooming facility to see clearly the video,1
Very bad and next update,0
Innovative and professional conference system.  The support team respond quickly to issues.,2
Super but give vertual background for samsung galaxy phone 3g ram ..iam waiting for it..give 5 star,1
It is very useful app modern technology time use as meetings with person / persons to a palace to another. So very useful app.,2
Very difficult cant even sign in for no reason says sign in failed even tho we got strong wifi and others .etc,0
Bad,0
Good quality of video but screen sharing is very bad and don't have frames,0
I want my facebook work to day please,0
I think it should be another way to use it other than downloading it because sometimes you just don't have space to download.,1
Not opened by using invitation link,0
eeee,2
"The app is good but, I'm not able to see the update also, I'm not able to see the add background. When I'm trying to do my call from other device it's showing the option for the same so that's why I'm looking for the update. Please give me a solution for it. As I'm a student and my teachers give whole class to do some activities, the same she gave to do a role play with background and I'm now not able to do it. Please try giving the solution before DIWALI, because we have to show exact after it.",2
"The only thing I hate this meeting is that it is not below-age friendly(..?) I couldn't sign in at all, I'm really hate this app. Try to make better would ya?",0
Good,1
Worst app ever It says everytime audio is connecting Ans after connection it disconnected ans tgen the same problem,0
Very good app i am very happy,2
Poor audio and not user friendly,0
